trait_Zodiac,token_id,trait_Nose,trait_Eyes,trait_Body,trait_Head,trait_Mouth,trait_Sign,trait_Matching Set,trait_Totem,rarity_score
Iguana,6723,Pinoccio,Sporty,Magnum,Bold,Teethy,Sign,-1,-1,338.04423655127164
Spider,2739,Rat,Shop,Chair,Gman,Shark,Sign,-1,-1,336.74517057661916
Oldporn,3167,David,Sporty,Magnum,Hugo,Rolling stone,Sign,-1,-1,336.67187409385633
Iguana,5994,Booger,Crybaby,Hairy,Bra,Shark,Sign,-1,-1,336.36117695351646
Rottenbottle,4393,Beavis,Dots,Haminguay,Can,Tripple,Sign,-1,-1,334.9882626833093
Deadcop,7399,Plaster,Smoky,Magnum,Bra,Ugly,Sign,-1,-1,334.42911102459647
Deadcop,3933,Zigzag,Bushes,Redisco,Fishman,Teethy,Sign,-1,-1,334.39230259610963
Spider,2463,Pierced,Sporty,Hoodie,Beaten,Teethy,Sign,-1,-1,333.07951432442655
Therapist,43,Zigzag,Shop,VDV,Beaten,Mask,Sign,-1,-1,330.8102090160058
Poisoned,4445,Pierced,Buddha,Blooded,Star,Stringed,Sign,-1,-1,330.5450732812175
Iguana,1309,Plastered,Ping,Doctor,Nipple,Microphone,Sign,-1,-1,330.3297230835052
Overconsume,6286,Worm,Comix,Rotten,Star,Bender,Sign,-1,-1,330.2723454103584
Spider,4242,David,Sporty,Haminguay,Hugo,Ugly,Sign,-1,-1,329.9329384056749
Cockroach,626,Booger,Blacky,VDV,Bra,Lui,Sign,-1,-1,329.8747960990885
Hoock,3065,Stop,Coolglasses,Hoodie,Sailor,Stringed,Sign,-1,-1,328.61186269955545
Therapist,484,Plastered,Out,Hooligan,Bra,Cortes,Sign,-1,-1,328.2046911983866
Overconsume,4142,Plastered,Wide,Cuted,Nipple,Microphone,Sign,-1,-1,327.4586905550997
Hoock,6353,Zigzag,Rage,Boobs,Raiden,Vampire,Sign,-1,-1,327.02582167115776
Cockroach,4199,Plaster,Dots,VDV,Nipple,Vampire,Sign,-1,-1,326.34828116316953
Spider,283,Bigppig,Love,Blooded,Gman,Texting,Sign,-1,-1,325.9197222902797
Poisoned,4324,Worm,Dots,Meat,Babylon,Hellraiser,Sign,-1,-1,325.77944250045937
Hoock,2033,Plastered,Coins,Office,Star,Lui,Sign,-1,-1,325.4537932063661
Iguana,730,Beated,Out,Golden,Bra,Yakubovich,Sign,-1,-1,324.66271341212473
Oldporn,5812,Rat,Ping,VDV,Bra,Football,Sign,-1,-1,323.3048309453553
Exwife,1999,Booger,Ping,Golden,Bra,Clown,Sign,-1,-1,323.1294851990909
Halfburger,899,Bigppig,Insect,Boned,Babylon,Clown,Sign,-1,-1,322.8899148456517
Oldporn,2533,Alex,Coins,Boned,Beaten,Wong,Sign,-1,-1,321.85157238295324
Hoock,2936,David,Dots,Hooligan,Babylon,Tripple,Sign,-1,-1,321.4274909152007
Rottenbottle,1680,Plagued,Coins,Hoodie,Star,Smoke,Sign,-1,-1,320.8186287793486
Overconsume,2901,Plastered,Wide,Armored,Bra,Smoke,Sign,-1,-1,319.95653177631937
Nail,2910,Teenager,Smoky,Leopard,Star,Mask,Sign,-1,-1,319.5827774728139
Hoock,3641,Jerry,Coins,Cuted,Fishman,Smile,Sign,-1,-1,318.8435090479949
Rottenbottle,418,Plagued,Buddha,Leopard,Bra,Leo,Sign,-1,-1,317.7989164105839
Iguana,4031,Rat,Ping,Army,Bra,Pierced,Sign,-1,-1,317.77218090430677
Exwife,7754,Zigzag,Bushes,Haminguay,Nipple,Stickered,Sign,-1,-1,317.56562249231655
Deadcop,5648,Pierced,Stereo,Redisco,Beaten,Texting,Sign,-1,-1,316.4559229067899
Halfburger,191,Plaster,Stringed,Magnum,Bra,Hellraiser,Sign,-1,-1,316.3910209198127
Hoock,1593,Rat,Pirato,Hairy,Bra,Lui,Sign,-1,-1,315.8866586079001
Halfburger,3212,Hole,Fish,Meat,Babylon,Chi,Sign,-1,-1,315.66295865501905
Mapcross,1050,Hairy,Smoky,Office,Bold,Eye,Sign,-1,-1,314.23197266168523
Exwife,7661,Pinoccio,Sleepy,Rotten,Bra,Ugly,Sign,-1,-1,313.9237520070535
Cockroach,1180,Booger,Pirato,Hooligan,Bra,Ugly,Sign,-1,-1,313.3937560249461
Rottenbottle,7136,Rat,Hypnotic,Hoodie,Goblin,Texting,Sign,-1,-1,313.27029571672693
Cockroach,4152,Zigzag,Coolglasses,Cuted,Babylon,Texting,Sign,-1,-1,312.6401339927937
Iguana,7506,Jerry,Stringed,Armored,Robot,Cortes,Sign,-1,-1,312.428679399858
Overconsume,6990,Smallpig,Insect,Boned,Babylon,Scar,Sign,-1,-1,311.75601158070884
Spider,6695,David,Coins,Cuted,Robot,Yakubovich,Sign,-1,-1,311.2201405412652
Cockroach,2740,Sticked,Coins,Hairy,Bold,Tripple,Sign,-1,-1,310.71671609359015
Mapcross,4567,Vata,Rage,Chair,Bold,Tripple,Sign,-1,-1,309.66989596627224
Cockroach,3016,Pierced,Feelings,Hoodie,Bra,Lui,Sign,-1,-1,308.67896025014545
Worm,4749,Plagued,Cry,Urka,Bold,Texting,Sign,-1,-1,307.42825700774705
Mapcross,5182,Alex,Crybaby,Skeleton,Star,Cat,Sign,-1,-1,307.13609868072143
Spider,6983,Ruffo,Nosferatu,Boned,Hugo,Bender,Sign,-1,-1,304.6715833278975
Halfburger,2140,Pierced,Fu,Trash,Beaten,Texting,Sign,-1,-1,303.2646902154201
Exwife,6996,Beated,Beaten,Urka,Hugo,Texting,Sign,-1,-1,303.01584059257675
Overconsume,7495,Hole,Dots,Cuted,Babylon,Smile,Sign,-1,-1,302.7435082560746
Therapist,658,Alex,Comix,Boned,Bold,Mask,Sign,-1,-1,302.7369302673482
Overconsume,885,Jerry,Gentlemen,Hooligan,Raiden,Stringed,Sign,-1,-1,302.19570268389356
Exwife,4940,Beavis,Bushes,Haminguay,Nipple,Stickered,Sign,-1,-1,302.00084849536375
Worm,6346,Beated,Insect,Boned,Gman,Teethy,Sign,-1,-1,301.9309153901901
Therapist,5532,Pinoccio,Wide,Doctor,Bra,Lui,Sign,-1,-1,301.92147379077073
Spider,2363,Plaster,Mutated,Armored,Bold,Texting,Sign,-1,-1,301.90568499340384
Halfburger,6044,Bushes,Wide,Chair,Star,Chappy,Sign,-1,-1,301.88205683432534
Cockroach,4527,Hairy,Out,Hoodie,Goblin,Stringed,Sign,-1,-1,301.5853842917159
Rottenbottle,1120,Hairy,Wide,VDV,Sailor,Stringed,Sign,-1,-1,301.31779793948715
Mapcross,4293,Plastered,Shop,Hairy,Nipple,Mask,Sign,-1,-1,300.8658398998491
Nail,140,Teenager,Dots,Rotten,Nipple,Stickered,Sign,-1,-1,300.05690675889065
Mapcross,5669,Plastered,Blacky,Magnum,Robot,Rotten,Sign,-1,-1,299.88243431383654
Iguana,6463,Jerry,Bushes,Skeleton,Beaten,Chi,Sign,-1,-1,299.68373039883994
Oldporn,7431,Bull,Fu,Shirt,Raiden,Tripple,Sign,-1,-1,299.3592398112789
Nail,1952,Bull,Mutated,Armored,Gman,Texting,Sign,-1,-1,299.29014894826923
Iguana,5720,Plagued,Shop,Redisco,Malett,Rolling stone,Sign,-1,-1,298.81346920781095
Worm,2062,Beated,Rage,Armored,Buddha,Texting,Sign,-1,-1,298.53577448728475
Worm,7455,Plaster,Shop,Hoodie,Gman,Butthead,Sign,-1,-1,298.3731492780944
Overconsume,6802,Rat,Rage,Chair,Goblin,Tripple,Sign,-1,-1,297.9788992863033
Deadcop,5701,Booger,Stringed,Snake,Beaten,Stickered,Sign,-1,-1,297.8154961395126
Hoock,3282,Beavis,Cyber,Trash,Can,Vampire,Sign,-1,-1,297.3637402137922
Worm,6549,Hairy,Hypnotic,Office,Sailor,Cat,Sign,-1,-1,297.2531548375712
Nail,6315,Hairy,Ping,Golden,Hugo,Stringed,Sign,-1,-1,297.1590507735196
Hoock,2912,David,Dots,Cuted,Fishman,Clown,Sign,-1,-1,297.09224512553294
Halfburger,4751,Ruffo,Shop,Trash,Gman,Teethout,Sign,-1,-1,296.42793838654904
Mapcross,2617,Hole,Love,Trash,Can,Ugly,Sign,-1,-1,295.5099716043057
Nail,73,Stop,Insect,Cuted,Gman,Cat,Sign,-1,-1,295.32172312643263
Spider,2551,Worm,Ping,Haminguay,Star,Orc,Sign,-1,-1,295.1454695597746
Poisoned,270,Booger,Shop,Hooligan,Beaten,Butthead,Sign,-1,-1,295.0427146879378
Plastico,3047,Bigppig,Tripple,Golden,Gman,Texting,Sign,-1,-1,294.9449268440073
Cockroach,2012,Beated,Bushes,Meat,Nipple,Rolling stone,Sign,-1,-1,294.84665910090393
Therapist,2715,Bigppig,Stereo,Boned,Sailor,Clown,Sign,-1,-1,294.5266702332352
Therapist,2962,Stop,Hypnotic,Skeleton,Beaten,Scar,Sign,-1,-1,294.4791423220064
Exwife,2146,Pinoccio,Fu,Skeleton,Cap,Texting,Sign,-1,-1,293.7101086098757
Cockroach,290,Alex,Shop,Blooded,Punk,Lui,Sign,-1,-1,293.67881612427294
Exwife,753,Jerry,Coolglasses,Cuted,Hugo,Tripple,Sign,-1,-1,293.30799593584885
Oldporn,1208,Beated,Shop,Shirt,Beaten,Yakubovich,Sign,-1,-1,293.0794843635138
Halfburger,1948,Plaster,Plasted,Trash,Nipple,Butthead,Sign,-1,-1,292.8942754506349
Spider,3360,Pinoccio,Robo,Army,Punk,Texting,Sign,-1,-1,292.58617148656145
Nail,4414,Plastered,Stereo,Magnum,Hugo,Texting,Sign,-1,-1,292.1814282228523
Exwife,2492,Sticked,Bushes,Golden,Fishman,Chappy,Sign,-1,-1,292.11595783111005
Iguana,5007,Beavis,Shop,Armored,Malett,Poker,Sign,-1,-1,290.2485251866919
Nail,2687,Alex,Shop,Leopard,Nipple,Football,Sign,-1,-1,290.0479437040393
Mapcross,2061,Hairy,Coins,Hoodie,Cap,Teethout,Sign,-1,-1,289.6583016424766
Oldporn,4129,Hole,Crybaby,Golden,Raiden,Chi,Sign,-1,-1,289.53921820951956
Nail,2529,Worm,Love,Meat,Bold,Smoke,Sign,-1,-1,289.5307163161734
Therapist,6444,Hole,Tripple,Hairy,Raiden,Texas,Sign,-1,-1,289.2414995823379
Nail,2935,Pinoccio,Dots,Magnum,Sailor,Stringed,Sign,-1,-1,289.1164095801563
Iguana,838,Pierced,Tripple,Hairy,Gman,Texting,Sign,-1,-1,288.928530615451
Therapist,5506,Devil,Shop,Mario,Bold,Orc,Sign,-1,-1,288.41964284578967
Spider,1267,Plaster,Beaten,Office,Babylon,Texting,Sign,-1,-1,288.1443224509199
Spider,775,Worm,Rage,Leopard,Nipple,Tripple,Sign,-1,-1,287.5228193324115
Rottenbottle,2380,Vata,Out,Urka,Star,Cortes,Sign,-1,-1,287.52237021899344
Plastico,2965,Bigppig,Smoky,Boned,Can,Disgust,Sign,-1,-1,287.51595922594765
Mapcross,468,Smallpig,Shop,Rotten,Malett,Poker,Sign,-1,-1,287.51384229289675
Exwife,2355,Sticked,Shop,Mario,Bold,Football,Sign,-1,-1,287.1866297940442
Spider,7829,Rat,Comix,Rotten,Gman,Texting,Sign,-1,-1,287.0901843799723
Therapist,250,Booger,Coins,Snake,Gman,Teethy,Sign,-1,-1,287.05448625804655
Spider,2693,Pierced,Sleepy,Office,Robot,Dick,Sign,-1,-1,286.96368554715247
Exwife,1380,Beated,Coins,Meat,Nipple,Orc,Sign,-1,-1,286.7246454887143
Halfburger,4836,Alex,Plasted,VDV,Raiden,Poker,Sign,-1,-1,286.63644994099667
Plastico,6980,Jerry,Feelings,Snake,Babylon,Cortes,Sign,-1,-1,286.6140451901703
Overconsume,1000,Beavis,Plasted,Haminguay,Nipple,Rotten,Sign,-1,-1,286.06134585707713
Plastico,3883,Pinoccio,Shop,Cuted,Cap,Cat,Sign,-1,-1,285.69631602897323
Hoock,2994,Worm,Kitty,Hoodie,Robot,Hellraiser,Sign,-1,-1,285.41632420731673
Poisoned,4072,Stop,Coolglasses,Army,Malett,Butthead,Sign,-1,-1,285.3481730196677
Iguana,5015,Hole,Coins,Haminguay,Nipple,Teethout,Sign,-1,-1,285.03401908526365
Poisoned,4702,Devil,Fu,Boobs,Gman,Texting,Sign,-1,-1,284.56086738436613
Therapist,5721,Ruffo,Nosferatu,Boned,Can,Teethy,Sign,-1,-1,284.48656627246595
Nail,1041,Ruffo,Shop,Redisco,Goblin,Lui,Sign,-1,-1,284.174906960212
Hoock,3192,Plaster,Shop,Hooligan,Gman,Orc,Sign,-1,-1,284.1422292542812
Therapist,377,Alex,Shop,Shirt,Hugo,Teethout,Sign,-1,-1,284.04132508758465
Iguana,3114,Vata,Smoky,Leopard,Robot,Rolling stone,Sign,-1,-1,283.98872563022525
Exwife,2917,Plaster,Plasted,Hoodie,Cap,Rotten,Sign,-1,-1,283.9336682133504
Plastico,3476,David,Kitty,Boned,Nipple,Dick,Sign,-1,-1,283.90728050820326
Cockroach,3744,Ruffo,Cry,Haminguay,Robot,Mask,Sign,-1,-1,283.8961554287727
Therapist,1749,Vata,Out,Meat,Fishman,Scar,Sign,-1,-1,283.86417697478714
Hoock,6194,Bigppig,Plasted,Office,Babylon,Butthead,Sign,-1,-1,283.69289812975205
Mapcross,2014,Zigzag,Hypnotic,Snake,Nipple,Smile,Sign,-1,-1,283.6506201854045
Iguana,2918,Booger,Dots,Meat,Goblin,Yakubovich,Sign,-1,-1,283.6505436328159
Hoock,4488,Ruffo,Fu,Hoodie,Star,Mask,Sign,-1,-1,283.4595332372272
Mapcross,826,Vata,Kitty,Chair,Fishman,Scar,Sign,-1,-1,283.3704041579263
Deadcop,4184,Stop,Smoky,Mario,Can,Chi,Sign,-1,-1,282.68394748972986
Mapcross,2144,David,Mutated,Hairy,Star,Bender,Sign,-1,-1,282.4560350240516
Oldporn,1902,Rat,Out,Golden,Robot,Rotten,Sign,-1,-1,282.3072259175795
Hoock,3209,Bigppig,Shop,Magnum,Sailor,Orc,Sign,-1,-1,282.29764949117526
Deadcop,6071,Pinoccio,Bushes,Magnum,Fishman,Ugly,Sign,-1,-1,282.12749343002383
Deadcop,6025,Stop,Coolglasses,Urka,Gman,Clown,Sign,-1,-1,281.9773506093689
Halfburger,850,David,Cry,Blooded,Cap,Texting,Sign,-1,-1,281.7520111559341
Exwife,6967,Ruffo,Insect,Redisco,Cap,Stringed,Sign,-1,-1,281.3696018120016
Cockroach,430,Pierced,Cyber,Golden,Bold,Texting,Sign,-1,-1,280.6463559580797
Spider,1033,Bull,Ping,Golden,Raiden,Vampire,Sign,-1,-1,280.2927339633994
Hoock,902,Bigppig,Pirato,Meat,Beaten,Stickered,Sign,-1,-1,280.26916926819894
Cockroach,3229,Zigzag,Ping,Boned,Malett,Football,Sign,-1,-1,280.24305700545625
Mapcross,841,Teenager,Blacky,Boned,Babylon,Clown,Sign,-1,-1,280.0574256982362
Nail,4411,Bushes,Smoky,Boobs,Robot,Leo,Sign,-1,-1,279.8911233264402
Oldporn,4338,Jerry,Dots,Doctor,Nipple,Butthead,Sign,-1,-1,279.8661863595993
Exwife,4619,Devil,Cyber,Hairy,Cap,Texting,Sign,-1,-1,279.8228062994021
Rottenbottle,1335,Jerry,Plasted,Magnum,Can,Hellraiser,Sign,-1,-1,279.67375871491134
Oldporn,7594,Beavis,Nosferatu,Hooligan,Hugo,Tripple,Sign,-1,-1,279.44211451232906
Iguana,2856,Devil,Stringed,Mario,Goblin,Texting,Sign,-1,-1,279.28775051945325
Halfburger,755,Alex,Shop,VDV,Hugo,Pierced,Sign,-1,-1,279.1433023545364
Overconsume,6601,Beavis,Sleepy,Hairy,Buddha,Texting,Sign,-1,-1,278.4141342512298
Hoock,6962,Smallpig,Lens,Hooligan,Star,Butthead,Sign,-1,-1,278.3005888399417
Cockroach,5957,Jerry,Stringed,Magnum,Nipple,Vampire,Sign,-1,-1,278.2438215880086
Poisoned,4217,Zigzag,Coins,Office,Raiden,Wong,Sign,-1,-1,278.13909815602733
Overconsume,7629,Smallpig,Coolglasses,Shirt,Robot,Smoke,Sign,-1,-1,278.0803529537415
Spider,4153,Worm,Plasted,Cuted,Beaten,Shark,Sign,-1,-1,278.04215795888786
Rottenbottle,2581,Zigzag,Kitty,Boned,Beaten,Shark,Sign,-1,-1,277.9368685274571
Overconsume,1648,Plastered,Beaten,Boned,Sailor,Dick,Sign,-1,-1,277.62010396086873
Therapist,1566,Plagued,Plasted,VDV,Beaten,Eye,Sign,-1,-1,277.60692391129015
Oldporn,1681,Jerry,Coins,Magnum,Nipple,Dick,Sign,-1,-1,277.6023063010254
Worm,7271,Plagued,Love,Hairy,Hugo,Vampire,Sign,-1,-1,277.1586248470605
Hoock,200,Rat,Buddha,Rotten,Sailor,Texting,Sign,-1,-1,277.0765977648523
Poisoned,7396,Pierced,Kitty,Urka,Star,Texas,Sign,-1,-1,276.878789021821
Halfburger,4887,Beavis,Fu,Golden,Beaten,Texting,Sign,-1,-1,276.72567638675497
Spider,3768,Pierced,Plasted,Rotten,Punk,Cat,Sign,-1,-1,276.5675625078647
Oldporn,7758,Jerry,Robo,Rotten,Fishman,Orc,Sign,-1,-1,276.1882026955133
Halfburger,385,Sticked,Crybaby,Rotten,Punk,Vampire,Sign,-1,-1,276.1212485632538
Therapist,6263,Hole,Cry,Hooligan,Can,Dick,Sign,-1,-1,276.0682296948154
Plastico,1553,David,Feelings,Rotten,Hugo,Texting,Sign,-1,-1,275.92916581844446
Cockroach,7451,Teenager,Stereo,Boobs,Hugo,Tripple,Sign,-1,-1,275.66239723850026
Halfburger,3827,Bigppig,Dots,Armored,Babylon,Eye,Sign,-1,-1,275.4932191025982
Mapcross,312,Booger,Buddha,Rotten,Sailor,Texting,Sign,-1,-1,275.26973026689853
Mapcross,3343,Devil,Insect,Snake,Babylon,Disgust,Sign,-1,-1,274.9191361922501
Oldporn,5877,Teenager,Cry,Snake,Raiden,Leo,Sign,-1,-1,274.8887268800916
Therapist,2206,Vata,Shop,Golden,Sailor,Yakubovich,Sign,-1,-1,274.8853423592287
Spider,7588,Hairy,Gentlemen,Rotten,Beaten,Rotten,Sign,-1,-1,274.8492471397691
Spider,7407,Bigppig,Cyber,Urka,Cap,Tripple,Sign,-1,-1,274.5438453038483
Spider,7843,Alex,Beaten,Hairy,Nipple,Texting,Sign,-1,-1,274.4731115478366
Halfburger,1415,Ruffo,Plasted,Blooded,Sailor,Dick,Sign,-1,-1,274.4553722666928
Hoock,2540,Bigppig,Out,Haminguay,Babylon,Texting,Sign,-1,-1,274.31441704209135
Overconsume,4916,Sticked,Feelings,Magnum,Robot,Dick,Sign,-1,-1,273.8922020619645
Overconsume,1464,Teenager,Robo,Boned,Punk,Football,Sign,-1,-1,273.5163306735248
Plastico,5087,Alex,Wide,Haminguay,Sailor,Texting,Sign,-1,-1,273.3957742570556
Therapist,2774,Plastered,Shop,Leopard,Babylon,Smile,Sign,-1,-1,273.2414036117013
Deadcop,3895,Bushes,Shop,Haminguay,Nipple,Smoke,Sign,-1,-1,273.12523547363594
Rottenbottle,6075,Hole,Fish,Blooded,Buddha,Mask,Sign,-1,-1,273.0884888787338
Worm,2665,Devil,Shop,Shirt,Nipple,Lui,Sign,-1,-1,272.55313418469285
Rottenbottle,3539,Teenager,Bushes,Chair,Hugo,Poker,Sign,-1,-1,271.76497255892707
Iguana,4341,Booger,Fu,Chair,Babylon,Stringed,Sign,-1,-1,271.64203859369405
Nail,3549,David,Beaten,Boned,Punk,Chi,Sign,-1,-1,271.64040614898136
Poisoned,3555,Alex,Shop,Doctor,Sailor,Smile,Sign,-1,-1,271.567335833761
Overconsume,7312,Devil,Out,Hooligan,Buddha,Texting,Sign,-1,-1,271.5273269042714
Spider,6827,Booger,Buddha,Urka,Star,Shark,Sign,-1,-1,271.32816952189074
Rottenbottle,3593,Ruffo,Smoky,Magnum,Star,Football,Sign,-1,-1,270.96305766971955
Hoock,7584,Vata,Buddha,Boned,Nipple,Bender,Sign,-1,-1,270.6338702470638
Iguana,1054,Booger,Shop,Rotten,Beaten,Wong,Sign,-1,-1,270.32456924688466
Nail,2670,Bushes,Buddha,Hoodie,Sailor,Texting,Sign,-1,-1,270.16363977213786
Worm,768,Plaster,Shop,VDV,Babylon,Teethy,Sign,-1,-1,270.0390814622862
Overconsume,4382,Zigzag,Hypnotic,Hairy,Babylon,Stickered,Sign,-1,-1,269.8003448478809
Exwife,3003,Bushes,Love,Rotten,Babylon,Stringed,Sign,-1,-1,269.78919356023385
Exwife,2313,Zigzag,Out,Armored,Star,Disgust,Sign,-1,-1,269.71072239792255
Poisoned,986,Teenager,Hypnotic,Snake,Can,Teethout,Sign,-1,-1,269.62851893360187
Nail,1421,Worm,Feelings,Skeleton,Beaten,Stringed,Sign,-1,-1,269.6279152738125
Cockroach,5459,Teenager,Coolglasses,Doctor,Star,Shark,Sign,-1,-1,269.6047817644077
Cockroach,4130,Stop,Out,Shirt,Nipple,Mask,Sign,-1,-1,269.4326248069733
Worm,5334,Bull,Feelings,Haminguay,Nipple,Texting,Sign,-1,-1,269.39613424086025
Rottenbottle,6763,Beated,Insect,Cuted,Babylon,Stringed,Sign,-1,-1,269.37892140348896
Rottenbottle,2959,Zigzag,Blacky,Hairy,Sailor,Tripple,Sign,-1,-1,269.183597502108
Poisoned,7100,Beated,Coins,Boobs,Nipple,Rotten,Sign,-1,-1,268.81965950091313
Hoock,5214,Stop,Insect,Golden,Sailor,Lui,Sign,-1,-1,268.71617732561526
Halfburger,1825,Zigzag,Plasted,Rotten,Babylon,Disgust,Sign,-1,-1,268.30429862679716
Poisoned,2556,Plastered,Nosferatu,Blooded,Nipple,Tripple,Sign,-1,-1,268.0493866271683
Exwife,804,Vata,Coins,Meat,Beaten,Teethout,Sign,-1,-1,267.9798835716052
Nail,1039,Hairy,Blacky,Shirt,Babylon,Chi,Sign,-1,-1,267.8081984975775
Worm,2598,Ruffo,Buddha,Armored,Star,Cat,Sign,-1,-1,267.790523597666
Hoock,4636,Stop,Blacky,Boobs,Hugo,Clown,Sign,-1,-1,267.7065964553434
Oldporn,3478,Beavis,Coins,Office,Hugo,Eye,Sign,-1,-1,267.38935867385555
Nail,1799,Beavis,Wide,Urka,Star,Poker,Sign,-1,-1,267.36688101349074
Cockroach,7538,Devil,Plasted,Redisco,Buddha,Clown,Sign,-1,-1,267.15112333935554
Oldporn,440,David,Lens,Boned,Cap,Bender,Sign,-1,-1,267.1390870461401
Iguana,4120,Beavis,Rage,Boned,Sailor,Shark,Sign,-1,-1,267.00531748494626
Spider,6029,Vata,Gentlemen,Snake,Babylon,Mask,Sign,-1,-1,266.9721729760844
Cockroach,2122,Bull,Blacky,Army,Star,Disgust,Sign,-1,-1,266.82287251492835
Nail,2003,Alex,Stringed,Skeleton,Robot,Poker,Sign,-1,-1,266.72257854541795
Rottenbottle,2792,Vata,Ping,Office,Robot,Scar,Sign,-1,-1,266.4114866029481
Hoock,1065,Jerry,Out,Shirt,Fishman,Scar,Sign,-1,-1,266.3628579852174
Oldporn,4100,Stop,Comix,Golden,Malett,Butthead,Sign,-1,-1,266.36184745899953
Iguana,7137,Pierced,Beaten,Shirt,Raiden,Stringed,Sign,-1,-1,266.3571204424587
Plastico,1623,Zigzag,Feelings,Leopard,Hugo,Vampire,Sign,-1,-1,266.2075145483207
Overconsume,6066,Plastered,Smoky,Office,Nipple,Tripple,Sign,-1,-1,265.9747210792761
Hoock,6022,Ruffo,Shop,VDV,Goblin,Teethy,Sign,-1,-1,265.7481692115855
Worm,3471,Ruffo,Cry,Skeleton,Robot,Hellraiser,Sign,-1,-1,265.5534888815164
Iguana,2411,Plaster,Blacky,Boned,Cap,Rolling stone,Sign,-1,-1,265.39657119454176
Nail,699,David,Stereo,Hairy,Star,Wong,Sign,-1,-1,264.99811272270364
Halfburger,4253,Rat,Bushes,Blooded,Bold,Mask,Sign,-1,-1,264.8954983978542
Rottenbottle,4595,Devil,Pirato,Golden,Star,Bender,Sign,-1,-1,264.6826711601423
Overconsume,7408,Bull,Feelings,Redisco,Star,Pierced,Sign,-1,-1,264.6755767133124
Deadcop,7932,Sticked,Sleepy,Snake,Gman,Eye,Sign,-1,-1,264.535591491728
Halfburger,6605,Hole,Love,Army,Bold,Teethout,Sign,-1,-1,264.53497628248317
Oldporn,6405,David,Kitty,Chair,Goblin,Stickered,Sign,-1,-1,264.477173654403
Spider,1145,Bull,Shop,Doctor,Beaten,Smile,Sign,-1,-1,264.37111883609356
Therapist,472,Vata,Wide,Boned,Goblin,Chi,Sign,-1,-1,263.9827838125456
Therapist,2609,Stop,Tripple,Army,Buddha,Orc,Sign,-1,-1,263.9216831877286
Mapcross,2756,Ruffo,Shop,Army,Beaten,Wong,Sign,-1,-1,263.67570110557875
Spider,4924,Worm,Out,Snake,Bold,Smile,Sign,-1,-1,263.66100661008437
Rottenbottle,7418,Bushes,Stereo,Magnum,Beaten,Vampire,Sign,-1,-1,263.5526205525304
Cockroach,5181,Plagued,Out,Hoodie,Sailor,Texting,Sign,-1,-1,262.94901776149396
Therapist,7342,Zigzag,Cry,Snake,Bold,Football,Sign,-1,-1,262.8980604404469
Deadcop,1150,Devil,Buddha,Hoodie,Hugo,Texting,Sign,-1,-1,262.7152132338975
Spider,4958,Pierced,Shop,Army,Beaten,Poker,Sign,-1,-1,262.6567776754235
Mapcross,5658,Booger,Buddha,Redisco,Robot,Scar,Sign,-1,-1,262.64424905632814
Poisoned,2900,Plastered,Cry,Boned,Beaten,Cortes,Sign,-1,-1,262.45433259024827
Rottenbottle,7358,Worm,Kitty,Mario,Buddha,Stickered,Sign,-1,-1,262.4109751875843
Hoock,2389,Plastered,Shop,Hooligan,Beaten,Chappy,Sign,-1,-1,262.40042555423105
Deadcop,5890,Booger,Fu,Chair,Cap,Stickered,Sign,-1,-1,262.1726057103511
Iguana,4533,Booger,Stereo,VDV,Gman,Tripple,Sign,-1,-1,262.11778446682763
Overconsume,2202,Jerry,Cry,Cuted,Fishman,Scar,Sign,-1,-1,262.05107479369053
Deadcop,6525,Plaster,Mutated,Armored,Star,Ugly,Sign,-1,-1,262.04670144062004
Therapist,1108,Bull,Dots,Chair,Nipple,Ugly,Sign,-1,-1,262.0432996596671
Worm,2927,Bigppig,Buddha,Boned,Bold,Scar,Sign,-1,-1,261.9333848076578
Plastico,1887,Booger,Shop,VDV,Cap,Ugly,Sign,-1,-1,261.8609804255349
Worm,6636,Sticked,Hypnotic,Snake,Nipple,Disgust,Sign,-1,-1,261.7969789339405
Cockroach,5684,Devil,Comix,Leopard,Raiden,Stickered,Sign,-1,-1,261.7467465418627
Spider,6056,Zigzag,Coolglasses,Hooligan,Can,Stringed,Sign,-1,-1,261.7079372274398
Plastico,634,Devil,Comix,Cuted,Star,Chi,Sign,-1,-1,261.46943545454496
Mapcross,4672,Devil,Stringed,Leopard,Robot,Clown,Sign,-1,-1,261.39991131939314
Overconsume,4206,Worm,Cyber,Meat,Nipple,Chi,Sign,-1,-1,261.2615270273371
Hoock,4175,Ruffo,Mutated,Armored,Robot,Chappy,Sign,-1,-1,261.0412389801262
Rottenbottle,556,Alex,Sleepy,Rotten,Star,Yakubovich,Sign,-1,-1,260.8805598998116
Nail,5724,Sticked,Rage,Skeleton,Babylon,Tripple,Sign,-1,-1,260.86514637395175
Mapcross,7446,David,Plasted,Urka,Can,Pierced,Sign,-1,-1,260.6818425063021
Poisoned,2171,Bigppig,Out,Skeleton,Robot,Hellraiser,Sign,-1,-1,260.5642869535819
Deadcop,7577,Devil,Bushes,VDV,Bold,Dick,Sign,-1,-1,260.3853880133326
Overconsume,195,Devil,Shop,Doctor,Babylon,Lui,Sign,-1,-1,260.3460179438347
Exwife,7687,Hairy,Kitty,Skeleton,Can,Football,Sign,-1,-1,260.31891489718396
